"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","HX05","HX05_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","LX05","LX05_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MX05","MX05_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00351862","1896-12","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","108.5","6","0.0",",6","","","","","","","","","","","0",",6","4",",6","0",",6","0",",6","0",",6","","","","","-3.9",",6,01,","","","","","","","16.1",",6,19,","","","1153.2","6","","","","","","","","","370.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.38",",6","9.74",",,,6","3.02",",,,6","",""
"USC00351862","1897-01","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0","2,6","16","2,6","10","2,6","0","2,6","","","0",",6","0","1,6","12","1,6","1","1,6","0","1,6","0","1,6","","","","","-5.6","1,6,26,","","","18",",,6,11,","17.8","2,,6,28,","14.4","1,6,22,+","","","1575.4","6","","","","","","","","","422.2","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.3","2,,,6","18",",,,6","3.78","2,6","7.15","1,,,6","0.41","1,,,6","",""
"USC00351862","1897-02","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","21",",6","17",",6","1",",6","","","0",",6","0",",6","9",",6","0",",6","0",",6","0",",6","","","","","-1.7",",6,21,+","","","20",",,6,12,","29.7",",,6,04,","16.7",",6,26,","","","1922.0","6","","","","","","","","","346.6",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177.2",",,,6","20",",,,6","5.95",",6","9.96",",,,6","1.95",",,,6","",""
"USC00351862","1897-04","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","0.0",",6","9",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","11",",6","0",",6","","","","","0.6",",6,27,","","","0",",,6,30,+","13.5",",,6,18,","28.9",",6,25,+","","","","","","","","","","","","","194.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.0",",,,6","0",",,,6","11.87",",6","18.22",",,,6","5.52",",,,6","",""
"USC00351862","1897-05","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","14.6","1,6","5",",6","4",",6","0",",6","","","","","0","1,6","0","1,6","0","1,6","17","1,6","2","1,6","","","","","2.2","1,6,08,+","","","","","10.7",",,6,05,","35.0","1,6,28,","","","","","","","","","","","","","94.7","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.8",",,,6","","","15.66","1,6","22.97","1,,,6","8.35","1,,,6","",""
"USC00351862","1897-06","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","10.0","1,6","10",",6","5",",6","0",",6","","","","","0","1,6","0","1,6","0","1,6","16","1,6","0","1,6","","","","","2.8","1,6,10,","","","","","19.1",",,6,21,","30.6","1,6,06,","","","","","","","","","","","","","80.6","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.2",",,,6","","","15.90","1,6","21.90","1,,,6","9.90","1,,,6","",""
"USC00351862","1897-07","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","13.6",",6","3",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","24",",6","0",",6","","","","","5.6",",6,21,","","","","","1.5",",,6,05,","31.7",",6,19,","","","49.7","6","","","","","","","","","49.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3",",,,6","","","17.17",",6","25.29",",,,6","9.05",",,,6","",""
"USC00351862","1897-08","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","79.6",",6","1",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","27",",6","11",",6","","","","","7.8",",6,27,+","","","","","9.7",",,6,30,","36.7",",6,14,","","","65.6","6","","","","","","","","","15.9",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.7",",,,6","","","20.39",",6","29.04",",,,6","11.74",",,,6","",""
"USC00351862","1897-09","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","4.2","5,6","12",",6","7",",6","0",",6","","","","","0","3,6","0","3,6","0","3,6","12","3,6","0","3,6","","","","","4.4","3,6,28,","","","","","11.4",",,6,04,","30.6","3,6,18,","","","151.7","6","","","","","","","","","86.1","3,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.9",",,,6","","","15.01","5,6","21.65","3,,,6","8.38","3,,,6","",""
"USC00351862","1897-10","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","1.4",",6","8",",6","7",",6","0",",6","","","","","0",",6","5",",6","0",",6","10",",6","0",",6","","","","","-6.7",",6,17,","","","","","15.0",",,6,22,","26.7",",6,06,","","","364.3","6","","","","","","","","","212.6",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.4",",,,6","","","11.52",",6","17.94",",,,6","5.10",",,,6","",""
"USC00351862","1897-11","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","0.0","2,6","24",",6","16",",6","2",",6","","","0",",6","0","1,6","5","1,6","0","1,6","0","1,6","0","1,6","","","","","-2.2","1,6,26,","","","0",",T,6,19,","78.2",",,6,18,","18.3","1,6,18,","","","668.9","6","","","","","","","","","304.6","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","296.5",",,,6","0",",T,,6","7.56","2,6","11.19","1,,,6","3.93","1,,,6","",""
"USC00351862","1897-12","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","0.0",",6","22",",6","15",",6","1",",6","","","0",",6","0",",6","5",",6","0",",6","0",",6","0",",6","","","","","-2.8",",6,19,","","","0",",T,6,19,","27.7",",,6,13,","14.4",",6,07,","","","1043.0","6","","","","","","","","","374.1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180.3",",,,6","0",",T,,6","6.26",",6","8.82",",,,6","3.71",",,,6","",""
"USC00351862","1898-01","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","18",",6","13",",6","0",",6","","","2",",6","0",",6","10",",6","0",",6","0",",6","0",",6","","","","","-5.0",",6,26,","","","38",",,6,24,+","16.5",",,6,18,","13.3",",6,30,","","","1484.6","6","","","","","","","","","441.6",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.1",",,,6","89",",,,6","4.09",",6","6.76",",,,6","1.42",",,,6","",""
"USC00351862","1898-02","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0","1,6","21",",6","14",",6","1",",6","","","","","0","1,6","2","1,6","0",",6","0",",6","0",",6","","","","","-1.7","1,6,02,","","","","","35.1",",,6,06,","18.3",",6,28,","","","1777.3","6","","","","","","","","","292.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139.4",",,,6","","","7.51","1,6","10.91",",,,6","4.12","1,,,6","",""
"USC00351862","1898-03","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","16",",6","8",",6","0",",6","","","0",",6","0",",6","11",",6","0",",6","0",",6","0",",6","","","","","-3.3",",6,22,","","","0",",T,6,26,+","9.4",",,6,02,","18.9",",6,06,","","","2142.1","6","","","","","","","","","364.8",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.5",",,,6","0",",T,,6","6.57",",6","11.72",",,,6","1.42",",,,6","",""
"USC00351862","1898-04","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0","1,6","10",",6","8",",6","0",",6","","","","","0","1,6","3","1,6","0","1,6","4","1,6","0","1,6","","","","","-1.1","1,6,03,","","","","","14.7",",,6,21,","26.7","1,6,24,","","","2356.4","6","","","","","","","","","214.3","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.8",",,,6","","","10.94","1,6","16.83","1,,,6","5.06","1,,,6","",""
"USC00351862","1898-05","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.3","6","0.3",",6","13",",6","5",",6","1",",6","","","","","0",",6","0",",6","0",",6","10",",6","0",",6","","","","","1.1",",6,07,","","","","","25.4",",,6,27,","29.4",",6,25,","","","2530.1","6","","","","","","","","","173.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.4",",,,6","","","12.74",",6","19.13",",,,6","6.34",",,,6","",""
"USC00351862","1898-07","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","32.2",",6","3",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","27",",6","4",",6","","","","","3.9",",6,14,","","","0",",,6,31,+","3.3",",,6,22,","37.2",",6,30,","","","40.7","6","","","","","","","","","40.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8",",,,6","0",",,,6","18.06",",6","26.40",",,,6","9.72",",,,6","",""
"USC00351862","1898-08","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","51.8",",6","2",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","28",",6","3",",6","","","","","6.1",",6,21,","","","","","2.5",",,6,30,","36.7",",6,05,+","","","62.1","6","","","","","","","","","21.4",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0",",,,6","","","19.31",",6","27.25",",,,6","11.38",",,,6","",""
"USC00351862","1898-09","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","11.9",",6","9",",6","4",",6","2",",6","","","","","0",",6","0",",6","0",",6","23",",6","3",",6","","","","","3.3",",6,11,","","","","","36.8",",,6,21,","34.4",",6,07,+","","","130.9","6","","","","","","","","","68.8",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.1",",,,6","","","16.43",",6","23.92",",,,6","8.94",",,,6","",""
"USC00351862","1898-10","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","0.0",",6","17",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","2",",6","0",",6","","","","","0.6",",6,15,","","","","","8.9",",,6,01,","21.7",",6,07,","","","378.3","6","","","","","","","","","247.4",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.6",",,,6","","","10.35",",6","16.44",",,,6","4.26",",,,6","",""
"USC00351862","1898-11","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","0.0",",6","20",",6","17",",6","3",",6","","","","","0",",6","12",",6","0",",6","0",",6","0",",6","","","","","-3.3",",6,12,","","","","","32.3",",,6,18,","15.6",",6,04,","","","737.8","6","","","","","","","","","359.5",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","219.1",",,,6","","","6.35",",6","10.71",",,,6","1.99",",,,6","",""
"USC00351862","1898-12","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","","","0.0","2,6","18","1,6","8","1,6","0","1,6","","","0",",6","0","1,6","22","1,6","1","1,6","0","1,6","0","1,6","","","","","-7.8","1,6,11,","","","5",",,6,30,","14.7","1,,6,20,","12.2","1,6,27,+","","","1182.5","6","","","","","","","","","444.7","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.2","1,,,6","8",",,,6","2.98","2,6","6.97","1,,,6","-1.00","1,,,6","",""
"USC00351862","1899-01","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","26",",6","16",",6","1",",6","","","0",",6","0",",6","10",",6","0",",6","0",",6","0",",6","","","","","-2.2",",6,06,","","","3",",,6,03,","33.5",",,6,20,","14.4",",6,20,","","","1566.7","6","","","","","","","","","384.2",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159.3",",,,6","3",",,,6","5.94",",6","9.37",",,,6","2.50",",,,6","",""
"USC00351862","1899-02","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0","2,6","21",",6","15",",6","1",",6","","","1",",6","3","1,6","10","1,6","4","1,6","0","1,6","0","1,6","","","","","-20.6","1,6,04,","","","64",",,6,05,","30.5",",,6,28,","15.0","1,6,18,","","","1944.8","6","","","","","","","","","378.1","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142.8",",,,6","83",",,,6","3.48","2,6","8.30","1,,,6","-1.35","1,,,6","",""
"USC00351862","1899-03","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","23",",6","14",",6","0",",6","","","0",",6","0",",6","11",",6","0",",6","0",",6","0",",6","","","","","-3.3",",6,21,","","","0",",T,6,20,","21.6",",,6,01,","17.8",",6,27,","","","2315.9","6","","","","","","","","","371.1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130.9",",,,6","0",",T,,6","6.36",",6","11.57",",,,6","1.15",",,,6","",""
"USC00351862","1899-04","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","21",",6","12",",6","0",",6","","","","","0",",6","6",",6","0",",6","2",",6","0",",6","","","","","-2.2",",6,12,","","","","","15.7",",,6,26,","23.9",",6,08,","","","2598.0","6","","","","","","","","","282.1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.4",",,,6","","","8.93",",6","14.51",",,,6","3.34",",,,6","",""
"USC00351862","1899-05","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","6","0.0",",6","19",",6","10",",6","0",",6","","","","","0",",6","0",",6","0",",6","1",",6","0",",6","","","","","1.7",",6,01,","","","","","10.7",",,6,30,","22.2",",6,07,","","","2812.5","6","","","","","","","","","214.5",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.5",",,,6","","","11.41",",6","16.20",",,,6","6.63",",,,6","",""
"USC00351862","1899-06","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","1.4","6","1.4",",6","3",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","19",",6","0",",6","","","","","3.3",",6,20,+","","","","","9.4",",,6,25,","29.4",",6,16,","","","2922.8","6","","","","","","","","","110.3",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7",",,,6","","","14.70",",6","21.87",",,,6","7.53",",,,6","",""
"USC00351862","1899-07","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","32.0","6","30.6",",6","1",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","3",",6","","","","","4.4",",6,07,","","","","","1.8",",,6,21,","34.4",",6,26,+","","","30.9","6","","","","","","","","","30.9",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8",",,,6","","","18.32",",6","27.31",",,,6","9.34",",,,6","",""
"USC00351862","1899-08","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","41.5","6","9.5",",6","11",",6","8",",6","0",",6","","","","","0",",6","0",",6","0",",6","24",",6","0",",6","","","","","5.0",",6,27,","","","","","14.7",",,6,13,","31.7",",6,03,","","","103.9","6","","","","","","","","","73.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.1",",,,6","","","16.29",",6","23.03",",,,6","9.54",",,,6","",""
"USC00351862","1899-09","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","56.7","6","15.2",",6","7",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","22",",6","0",",6","","","","","5.0",",6,22,","","","","","9.7",",,6,03,","31.7",",6,25,+","","","164.4","6","","","","","","","","","60.5",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5",",,,6","","","16.82",",6","25.31",",,,6","8.33",",,,6","",""
"USC00351862","1899-10","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","57.0","6","0.3",",6","14",",6","8",",6","1",",6","","","","","0",",6","2",",6","0",",6","5",",6","0",",6","","","","","-3.9",",6,13,","","","","","29.2",",,6,18,","27.8",",6,04,","","","403.2","6","","","","","","","","","238.8",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.6",",,,6","","","10.64",",6","16.46",",,,6","4.82",",,,6","",""
"USC00351862","1899-11","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","57.0","6","0.0",",6","27",",6","19",",6","4",",6","","","","","0",",6","0",",6","0",",6","0",",6","0",",6","","","","","1.7",",6,16,","","","","","48.3",",,6,25,","20.6",",6,14,","","","639.4","6","","","","","","","","","236.2",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","277.7",",,,6","","","10.46",",6","14.07",",,,6","6.85",",,,6","",""
"USC00351862","1899-12","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","57.0","6","0.0",",6","21",",6","13",",6","1",",6","","","1",",6","0",",6","11",",6","0",",6","0",",6","0",",6","","","","","-1.7",",6,17,+","","","25",",,6,14,","29.7",",,6,10,","16.1",",6,23,","","","1041.6","6","","","","","","","","","402.2",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192.3",",,,6","25",",,,6","5.36",",6","8.95",",,,6","1.77",",,,6","",""
